STAR:060,4,BRWNZ2,OLYEE,MCKOY,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,BRWNZ2,OLYEE,WEEDN,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,280,    ,   , , , , , , , , ;
STAR:080,4,BRWNZ2,OLYEE,RDZON,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,BRWNZ2,OLYEE,WINNZ,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,4,BRWNZ2,OLYEE,GOLIC,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:110,4,BRWNZ2,OLYEE,BRWNZ,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,14000,11000,     , ,280,    ,   , , , , , , , , ;
STAR:010,4,BRWNZ2,WINNZ,WINNZ,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,BRWNZ2,WINNZ,GOLIC,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,BRWNZ2,WINNZ,BRWNZ,CY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,14000,11000,     , ,280,    ,   , , , , , , , , ;
STAR:010,5,BRWNZ2,ALL,BRWNZ,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,14000,11000,18000, ,280,    ,   , , , , , , , , ;
STAR:020,5,BRWNZ2,ALL,USASN,K5,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BRWNZ2,ALL,USASN,K5,E,A,EE  , ,   ,FM, ,EWC,K6,D, ,      ,2976,0639,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,HUUVR1,MSKTS,MSKTS,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,HUUVR1,MSKTS,JJUST,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,HUUVR1,MSKTS,PUTYM,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,HUUVR1,MSKTS,ONMME,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,HUUVR1,MSKTS,CRWDR,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,HUUVR1,MSKTS,HUUVR,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,HUUVR1,SPOCC,SPOCC,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,HUUVR1,SPOCC,JUUNY,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,HUUVR1,SPOCC,LAYES,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,HUUVR1,SPOCC,HUUVR,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,HUUVR1,ALL,HUUVR,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,HUUVR1,ALL,DDOGG,K5,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,HUUVR1,ALL,DDOGG,K5,E,A,EE  , ,   ,FM, ,AIR,K5,D, ,      ,3253,0599,0300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ZZIPS1,JPU,JPU,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,ZZIPS1,JPU,ATWOO,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,ZZIPS1,JPU,MGOOD,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,ZZIPS1,JPU,ZZIPS,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ZZIPS1,SOORD,SOORD,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,ZZIPS1,SOORD,FIITE,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,ZZIPS1,SOORD,ZZIPS,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ZZIPS1,ALL,ZZIPS,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ZZIPS1,ALL,CHIIP,K5,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ZZIPS1,ALL,CHIIP,K5,E,A,EE  , ,   ,FM, ,AIR,K5,D, ,      ,3480,0665,3010,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,L25,BSV,BSV,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L25,BSV,AK,K5,D,B,N   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L25,BSV,AK,K5,D,B,NE A,L,   ,PI, ,IAKR,K5,P,I,      ,0690,0048,1140,0100,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,L,L25, ,CFCGM,K5,P,C,E  I, ,   ,IF, ,IAKR,K5,P,I,      ,0690,0108,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L25, ,AKRON,K5,P,C,E  F, ,   ,CF, ,IAKR,K5,P,I,      ,0690,0048,2490,0060,+,02300,     ,     , ,   ,    ,   ,AK,K5,D,B, ,0,N,S;
APPCH:030,L,L25, ,RW25,K5,P,G,GY M, ,   ,CF, ,IAKR,K5,P,I,      ,0690,0012,2490,0037, ,01104,     ,     , ,   , 000,   , , , , , ,0,N,S;
APPCH:040,L,L25, , , , , ,  M , ,   ,VI, , , , , ,      ,    ,    ,2490,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L25, ,RITZS,K5,P,C,EY  , ,   ,CF, ,BSV,K5,D, ,      ,3224,0212,3224,0042,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,L,L25, ,RITZS,K5,P,C,EE  ,L,   ,HM, ,BSV,K5,D, ,      ,3224,0212,3224,T010,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,N25,BSV,BSV,K5,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N25,BSV,AK,K5,D,B,N   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N25,BSV,AK,K5,D,B,N  A,L,   ,PI, ,AK,K5,D,B,      ,0000,0000,1140,0100,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,N25,BSV,AK,K5,D,B,NE  , ,   ,CF, ,AK,K5,D,B,      ,0000,0000,2490,0060,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N25, ,AK,K5,D,B,N  F, ,   ,IF, ,AK,K5,D,B,      ,    ,    ,    ,    ,+,02300,     ,18000, ,   ,    ,   ,AK,K5,D,B, ,0, ,S;
APPCH:030,N,N25, ,RW25,K5,P,G,GY M, ,   ,CF, ,AK,K5,D,B,      ,2490,0037,2490,0037, ,01109,     ,     , ,   , 000,   , , , , , ,0, ,S;
APPCH:040,N,N25, , , , , ,  M , ,   ,VI, , , , , ,      ,    ,    ,2490,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N25, ,RITZS,K5,P,C,EY  , ,   ,CF, ,BSV,K5,D, ,      ,3224,0212,3224,0042,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N25, ,RITZS,K5,P,C,EE  ,L,   ,HM, ,BSV,K5,D, ,      ,3224,0212,3224,T010,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R25,OGVOE,OGVOE,K5,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,2491,0040,+,03100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R25, ,OGVOE,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R25, ,IRAYO,K5,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2491,0065,+,02300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP,N,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R25, ,ESPUQ,K5,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,2490,0022,+,01600,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:030,R,R25, ,RW25,K5,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,2490,0016, ,01109,     ,     , ,   , 000,   , , , , , ,A,J,S;
APPCH:040,R,R25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2490,    ,+,01468,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R25, ,AWNEV,K5,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R25, ,AWNEV,K5,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0690,0040,+,03100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
RWY:RW01 ,     ,+02847,01044,D,    , ,   ;N41020435,W081275374,0000;
RWY:RW07 ,     ,+02883,01055,V,    , ,   ;N41020353,W081283140,0760;
RWY:RW19 ,     ,+02849,01044,D,    , ,   ;N41022554,W081275331,0192;
RWY:RW25 ,     ,+02894,01059,V,IAKR,0,   ;N41022823,W081273015,0259;
