SID:010,2,FF4A,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1350,    ,+,00470,     ,12000, ,   ,    ,   ,SDG,FM,D, ,B, , , ;
SID:020,2,FF4A,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1200,    ,+,00800,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,FF4A,RW14, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,0250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,FF4A,RW14,D070T,FM,P,C,E   , ,   ,CF, ,SDG,FM,D, ,      ,0700,0200,0700,0170, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,FF4A,RW14,FF,FI,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FF4B,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3150,    ,+,00470,     ,12000, ,   ,    ,   ,SDG,FM,D, ,B, , , ;
SID:020,2,FF4B,RW32, , , , ,    , ,   ,CD, ,SDG,FM,D, ,      ,    ,    ,3200,0030, ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,FF4B,RW32, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,FF4B,RW32,D070T,FM,P,C,E   , ,   ,CF, ,SDG,FM,D, ,      ,0700,0200,0700,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,FF4B,RW32,FF,FI,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,FF4C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1060,    ,+,00470,     ,12000,-,205,    ,   ,SDG,FM,D, ,B, , , ;
SID:030,2,FF4C,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,FF4C,RW12,D070T,FM,P,C,E   , ,   ,CF, ,SDG,FM,D, ,      ,0700,0200,0700,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,FF4C,RW12,FF,FI,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FF4F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3010,    ,+,00470,     ,12000, ,   ,    ,   ,SDG,FM,D, ,B, , , ;
SID:020,2,FF4F,RW30, , , , ,    , ,   ,CD, ,SDG,FM,D, ,      ,    ,    ,3160,0020, ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,FF4F,RW30, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,FF4F,RW30,D070T,FM,P,C,E   , ,   ,CF, ,SDG,FM,D, ,      ,0700,0200,0700,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,FF4F,RW30,FF,FI,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GERA4A,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1350,    ,+,00470,     ,12000, ,   ,    ,   ,SDG,FM,D, ,B, , , ;
SID:020,2,GERA4A,RW14, , , , ,    , ,   ,CD, ,SDG,FM,D, ,      ,    ,    ,1200,0060, ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,GERA4A,RW14,SDG,FM,D, ,V   ,L,   ,CF,Y,SDG,FM,D, ,      ,0000,0000,2640,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
