STAR:020,2,ENPI1F,RW31,SPT,WA,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ENPI1F,RW31,DAWAI,WA,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LAMU1G,RW13,LAMUD,WA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SPT,WA,D, , , , , ;
STAR:020,2,LAMU1G,RW13,PKY87,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LAMU1G,RW13,SPT,WA,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LAMU1G,RW13,NIBUN,WA,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LAMU1H,RW31,LAMUD,WA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SPT,WA,D, , , , , ;
STAR:020,2,LAMU1H,RW31,PKY87,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,LAMU1H,RW31,SPT,WA,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,LAMU1H,RW31,DAWAI,WA,P,C,EECH,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PKN1C,RW13,PKN,WA,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SPT,WA,D, , , , , ;
STAR:020,2,PKN1C,RW13,SP30E,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PKN1C,RW13,D275Q,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,PKN1C,RW13,NIBUN,WA,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PKN1D,RW31,PKN,WA,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SPT,WA,D, , , , , ;
STAR:020,2,PKN1D,RW31,SPT,WA,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PKN1D,RW31,DAWAI,WA,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PKY1C,RW13,PKY,WA,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SPT,WA,D, , , , , ;
STAR:020,2,PKY1C,RW13,SPT,WA,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PKY1C,RW13,NIBUN,WA,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PKY1D,RW31,PKY,WA,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SPT,WA,D, , , , , ;
STAR:020,2,PKY1D,RW31,SP30A,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PKY1D,RW31,D084U,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,PKY1D,RW31,D105M,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,PKY1D,RW31,DAWAI,WA,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D13,NIBUN,NIBUN,WA,P,C,EECH,L,   ,HF, , , , , ,      ,    ,    ,1320,T010,+,02500,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D13, ,NIBUN,WA,P,C,E CI, ,   ,IF, ,SPT,WA,D, ,      ,3119,0100,    ,    ,+,02500,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D13, ,FF13,WA,P,C,E  F, ,   ,CF, ,SPT,WA,D, ,      ,3119,0065,1320,0035,+,02000,     ,     , ,   ,    ,   ,SPT,WA,D, , ,0, ,S;
APPCH:030,D,D13, ,MA13,WA,P,C,E  M, ,   ,CF, ,SPT,WA,D, ,      ,3120,0014,1320,0051, ,00393,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D13, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1320,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D13, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2820,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D13, ,NIBUN,WA,P,C,EECH, ,   ,CF, ,SPT,WA,D, ,      ,3119,0100,3120,0035,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D31,DAWAI,DAWAI,WA,P,C,EECH,R,   ,HF, , , , , ,      ,    ,    ,3120,T010,+,02500,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D31, ,DAWAI,WA,P,C,E CI, ,   ,IF, ,SPT,WA,D, ,      ,1319,0100,    ,    ,+,02500,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D31, ,FF31,WA,P,C,E  F, ,   ,CF, ,SPT,WA,D, ,      ,1319,0068,3120,0032,+,02000,     ,     , ,   ,    ,   ,SPT,WA,D, , ,0, ,S;
APPCH:030,D,D31, ,MA31,WA,P,C,E  M, ,   ,CF, ,SPT,WA,D, ,      ,1320,0017,3120,0051, ,00374,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D31, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3120,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D31, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1620,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D31, ,DAWAI,WA,P,C,EECH, ,   ,CF, ,SPT,WA,D, ,      ,1319,0100,1320,0030,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW13 ,     ,      ,00024, ,    , ,   ;S02293162,E112580228,0000;
RWY:RW31 ,     ,      ,00011, ,    , ,   ;S02301730,E112585186,0000;
