SID:050,2,TRL1D,RW16L,TRL,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ZAK1B,RW16L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1610,    ,+,00460,     ,08000, ,   ,    ,   ,ARA,LG,D, , , , , ;
SID:020,2,ZAK1B,RW16L,AML,LG,D,B,EY  , ,   ,CF, ,ZAK,LG,D, ,      ,0812,0221,1600,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ZAK1B,RW16L, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3070,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,ZAK1B,RW16L,D082H,LG,P,C,E   , ,   ,CF, ,ZAK,LG,D, ,      ,0820,0080,2620,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ZAK1B,RW16L,ZAK,LG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,T34R,FF34,FF34,LG,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,3370,0050,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T34R, ,CF34,LG,P,C,E  I, ,   ,IF, ,AML,LG,D, ,      ,1570,0140,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T34R, ,FF34,LG,P,C,E  F, ,   ,CF, ,AML,LG,D, ,      ,1570,0090,3370,0050,+,02200,     ,     , ,   ,    ,   ,AML,LG,D, , ,0,D,S;
APPCH:030,T,T34R, ,MA34,LG,P,C,E  M, ,   ,CF, ,AML,LG,D, ,      ,1570,0020,3370,0070, ,00267,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,T,T34R, ,AML,LG,D, ,V M , ,   ,CF, ,AML,LG,D, ,      ,0000,0000,3370,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T34R, ,AML,LG,D, ,V   , ,   ,FD, ,AML,LG,D, ,      ,0000,0000,3370,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T34R, ,AML,LG,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T34R, ,FF34,LG,P,C,E   , ,   ,CF, ,AML,LG,D, ,      ,1570,0090,1570,0090,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,T,T34R, ,FF34,LG,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,3370,0050,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW16L,     ,      ,00031, ,    , ,   ;N37560330,E021171580,0000;
RWY:RW34R,     ,      ,00055, ,    , ,   ;N37542517,E021175007,0000;
