STAR:050,5,WAPPL4,ALL,SWWAA,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,12000,10000,     , ,250,    ,   , , , , , , , , ;
STAR:060,5,WAPPL4,ALL,PUSHN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,WAPPL4,ALL,BUGZY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,5,WAPPL4,ALL,PLKTN,K4,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,5,WAPPL4,ALL,PLKTN,K4,E,A,EE  , ,   ,FM, ,AEX,K4,D, ,      ,2329,1720,1748,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R13,PSX,PSX,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13,PSX,COSDI,K4,E,A,EY  , ,020,TF, , , , , ,      ,    ,    ,0320,0254,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R13,PSX,COSDI,K4,E,A,EE A,R,   ,HF, , , , , ,      ,    ,    ,1305,0040,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13, ,COSDI,K4,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13, ,JORUM,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1305,0066,+,01700,     ,     , ,   ,    ,   ,RW13,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R13, ,CIGAM,K4,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1305,0027,V,00840,00854,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R13, ,RW13,K4,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1306,0024, ,00089,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1306,    ,+,00295,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13, ,LEMUR,K4,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R13, ,LEMUR,K4,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,3106,0040,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,LETTY,LETTY,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31,LETTY,ACIVU,K4,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,1686,0053,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R31,LETTY,VIDYU,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,2207,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,PSX,PSX,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31,PSX,OPYAB,K4,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,0926,0263,+,02600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R31,PSX,VIDYU,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0406,0090,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R31, ,VIDYU,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R31, ,LEMUR,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3107,0070,+,01700,     ,     , ,   ,    ,   ,RW31,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R31, ,WIDGO,K4,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,3106,0033,V,00640,00658,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R31, ,RW31,K4,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,3106,0018, ,00085,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R31, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3106,    ,+,00290,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R31, ,COSDI,K4,E,A,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R31, ,COSDI,K4,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1305,0040,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,VOR-A,PSX,PSX,K4,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VOR-A,PSX,MARVY,K4,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,VOR-A,PUKME,PUKME,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VOR-A,PUKME,MARVY,K4,P,C,EE B,R,   ,AF, ,PSX,K4,D, ,      ,0540,0170,0270,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,V,VOR-A, ,MARVY,K4,P,C,E  I, ,   ,IF, ,PSX,K4,D, ,      ,0540,0170,    ,    ,+,02600,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VOR-A, ,FEMEL,K4,P,C,E  F, ,   ,CF, ,PSX,K4,D, ,      ,0540,0230,0540,0060,+,01600,     ,     , ,   ,    ,   ,PSX,K4,D, , ,0, ,C;
APPCH:030,V,VOR-A, ,OXUSY,K4,P,C,EY M, ,   ,CF, ,PSX,K4,D, ,      ,0540,0233,0540,0033, ,01080,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VOR-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0540,    ,+,01100,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VOR-A, ,MARVY,K4,P,C,EY  ,R,   ,CF,Y,PSX,K4,D, ,      ,0540,0170,2340,0093,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VOR-A, ,MARVY,K4,P,C,EE  ,R,   ,HM, ,PSX,K4,D, ,      ,0540,0170,0540,T010,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW13 ,     ,-00130,00044,R,    , ,   ;N28584111,W095520926,0000;
RWY:RW31 ,     ,-00144,00040,R,    , ,   ;N28580626,W095512760,0000;
