STAR:010,5,UBTE1A,RW09,UBTER,HT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   ,HTGW,HT,P,A, , , , ;
STAR:020,5,UBTE1A,RW09,OKBOT,HT,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,UBTE1B,RW27,UBTER,HT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   ,HTGW,HT,P,A, , , , ;
STAR:020,5,UBTE1B,RW27,ETITU,HT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,UDPE1A,RW09,UDPEM,HT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   ,HTGW,HT,P,A, , , , ;
STAR:020,5,UDPE1A,RW09,UMTOX,HT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,UDPE1A,RW09,OKBOT,HT,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,UDPE1B,RW27,UDPEM,HT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   ,HTGW,HT,P,A, , , , ;
STAR:020,5,UDPE1B,RW27,ETITU,HT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,UTEM1A,RW09,UTEMA,HT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   ,HTGW,HT,P,A, , , , ;
STAR:020,5,UTEM1A,RW09,BOSIT,HT,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09300,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,UTEM1B,RW27,UTEMA,HT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   ,HTGW,HT,P,A, , , , ;
STAR:020,5,UTEM1B,RW27,UMVAR,HT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     ,-,220,    ,   , , , , , , , , ;
APPCH:010,A,R09,BOSIT,BOSIT,HT,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09300,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,BOSIT,GW401,HT,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,OKBOT,OKBOT,HT,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09700,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,OKBOT,GW401,HT,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R09,UBVAB,UBVAB,HT,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09300,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R09,UBVAB,GW401,HT,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R09, ,GW401,HT,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R09, ,GW402,HT,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0920,0050,+,06500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R09, ,RW09,HT,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,0920,0060, ,04398,     ,     , ,   ,-330,   , , , , , ,B,J,S;
APPCH:040,R,R09, ,GW403,HT,P,C,EYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:050,R,R09, ,BOSIT,HT,P,C,EB H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,09300,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,ETITU,ETITU,HT,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,ETITU,GW501,HT,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,EVUBA,EVUBA,HT,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,EVUBA,GW501,HT,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R27,UMVAR,UMVAR,HT,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R27,UMVAR,GW501,HT,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R27, ,GW501,HT,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R27, ,GW502,HT,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,2720,0050,+,08000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R27, ,RW27,HT,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,2720,0090, ,04463,     ,     , ,   ,-370,   , , , , , ,B,J,S;
APPCH:040,R,R27, ,BOSIT,HT,P,C,EYM , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,09300,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:050,R,R27, ,BOSIT,HT,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0920,0050,+,09300,     ,     ,-,220,    ,   , , , , , ,B,J,S;
RWY:RW09 ,     ,      ,04348, ,    , ,   ;S08551165,E033153267,0000;
RWY:RW27 ,     ,      ,04413, ,    , ,   ;S08551174,E033172163,0000;
