I
1100 Version - data cycle 1911, build 20250921, metadata AwyXP1100. FMS
DABAK  K 11 FIVZE  K 11 N 1   0   0 L375
DACHA K7 11 JOTNO K7 11 N 1  30   0 V20-V35-V66
DACIA PA 11 KOZOC PA 11 N 1  80   0 V506
DACIA PA 11 OOTKA PA 11 N 1  40   0 V506
DACOS K5 11 YOCKY K5 11 N 2 180 450 J43
DADES K7 11 JUVAS K7 11 N 1  23   0 V521-V7
DADES K7 11 LIMMO K7 11 N 1  20   0 V581
DADES K7 11 NITTS K7 11 N 1  23   0 V521-V7
DADES K7 11 TUMPY K7 11 N 1  50   0 V581
DADIE  P 11 DIALO  P 11 N 1  55   0 R576
DADIE  P 11 DUETS  P 11 N 1  55   0 R576
DAFFI K1 11 PITER K1 11 N 1  40   0 V165
DAFFI K1 11 SCAPO K1 11 N 1  40   0 V165
DAGGR  K 11 IRDOV  K 11 N 1  40 450 L214
DAGGR  K 11 PLNDR  K 11 N 1  40 450 L214
  DAG K2  3 BASAL K2 11 N 1  75   0 V394
  DAG K2  3 BULGY K2 11 N 1  80   0 V587
  DAG K2  3 DISBE K2 11 N 1 120   0 V394
  DAG K2  3 JOKUR K2 11 N 1 100   0 V587
  DAG K2  3   LAX K2  3 N 2 180 450 J100-J146-J9
  DAG K2  3 MISEN K2 11 N 2 180 450 J100-J146-J9
DAGNE K1 11 HOSTS K1 11 N 1  60   0 V500
DAGNE K1 11 PARMO K1 11 N 1  60   0 V500
DAHLL K5 11 HILTS K5 11 N 1  30   0 V4
DAHLL K5 11 ZOLLI K5 11 N 1  30   0 V4
DAIFE K5 11 NOLNN K5 11 N 2 180 450 Q62
DAIFE K5 11 WATSN K5 11 N 2 180 450 Q62
DAILY K6 11 JUDED K6 11 N 1 100   0 V20-V33
DAIRE K1 11 LOLLO K1 11 N 1 130   0 V187
DAIRE K1 11 RIVAL K1 11 N 1 130   0 V187
DAISI K7 11 POLLL K7 11 N 1  47 175 T293
DAJOB PA 11 EXIPE PA 11 N 1  50   0 V321-V454
DAJOB PA 11 QOPRI PA 11 N 1  50   0 V454
DAKES TJ 11 GABYY TJ 11 N 1   0   0 G431
DAKES TJ 11 SCAPA TJ 11 N 1   0   0 G431
DAKPE K3 11 OPOJE K3 11 N 1  40   0 V26
DAKPE K3 11 VAYLA K3 11 N 1  40   0 V26
DALAS K7 11 ERLIN K7 11 N 1  40   0 V333
DALEY K5 11 GLARS K5 11 N 1  34   0 V171-V24
DALEY K5 11 THEBO K5 11 N 1  36   0 V341
DALON K2 11 LAPED K2 11 N 1  62   0 V200
DALTO K6 11 MANGE K6 11 N 1  40   0 V157
DALTO K6 11 MATOX K6 11 N 1  20   0 V157
DAMAS K7 11 STOVE K6 11 N 1  75   0 V136-V16
DAMAY K2 11 WUMVE K2 11 N 1 180   0 R584
DANAH K2 11 KELPS K2 11 N 1  40   0 V165-V23-V597
DANAH K2 11 KRAUZ K2 11 N 1  40   0 V165-V23-V597
DANAH K2 11 OFREE K2 11 N 1  40   0 V363
DANBI K7 11 OCENU K7 11 N 1  25   0 V417
DANBI K7 11 PENFI K7 11 N 1  40   0 V454
DANBI K7 11 TIGNA K7 11 N 1  25   0 V417
DANBI K7 11 VESTO K7 11 N 1  40   0 V454
DANBY K2 11 TEELE K2 11 N 1 100   0 V587
DANBY K2 11 WHIGG K2 11 N 1 100   0 V21-V283-V587
DANDD K2 11 SELLS K2 11 N 2 210 450 J154
DANDE TI 11 ACONY  K 11 N 1   0 600 Y280
DANDE TI 11 GABAR TI 11 N 1   0 600 G633-Y280
DANDE TI 11 PORQE TI 11 N 1  60   0 A516
DANDE TI 11 TANZY TI 11 N 1  31   0 G633
DANES K1 11 ULKAW K1 11 N 1  80   0 V27
DANIL K4 11 MAGGA K4 11 N 1  45   0 V74
DANIL K4 11 OLLAS K4 11 N 1  45   0 V74
DANIL K4 11 ROVER K4 11 N 1  95   0 V527
DANIL K4 11 SCRAN K4 11 N 1  95   0 V527
  DAN K6  3 ENTUK K6 11 N 1  30   0 V258
  DAN K6  3 JAVVA K6 11 N 1  30   0 V469
DANKS K4 11 ROLLS K4 11 N 2 180 450 J52
DANNR K6 11 FORTT K6 11 N 2 180 450 J60
DANNR K6 11 GYNTS K6 11 N 2 180 450 J60
DANOL CY 11 KERVO CY 11 N 2 180 450 Q951
DARBI K2 11 MARRI K2 11 N 1 160   0 V165
DARBO K6 11 DGRAF K6 11 N 2 180 450 J49
DARBS K7 11 TABIR K7 11 N 1  80   0 V97
DARBY K5 11 MAUDD K5 11 N 1  33   0 V310
DARBY K5 11 UNCKL K5 11 N 1  33   0 V310
DARED K7 11 HACKK K7 11 N 1  20   0 V241
DARED K7 11 HOUND K7 11 N 1  20   0 V241
DAREE K7 11 LORNN K7 11 N 2 180 450 Q65
DAREZ K7 11 RMACK K7 11 N 1  60   0 V189
DAREZ K7 11 STIKK K7 11 N 1  80   0 V189
DARKS K5 11 GENUS K5 11 N 1  30   0 V97
DARKS K5 11 ZIRKE K5 11 N 1  27   0 V97
DARRL K7 11 IDDAA K7 11 N 2 180 450 Q64
DARTE K4 11 REDDA K4 11 N 1  36   0 V17
DARTH K6 11 DVANY K6 11 N 1  30   0 V229
DARTH K6 11 NELIE K6 11 N 1  30 175 T212
DARTH K6 11 WITNY K6 11 N 1  30   0 V229
DARTR K4 11 RAECN K4 11 N 2 180 450 J29
DARTR K4 11 VELCO K4 11 N 2 180 450 J29
DARTS K2 11 DODGR K2 11 N 1  40   0 V459-V597
DARTS K2 11 PURMS K2 11 N 1  55   0 V186
DARUX  K 11 DASER  K 11 N 1 210   0 L459
DARUX  K 11 MARIG  K 11 N 1 150   0 L456
DARUX  K 11 NOSID  K 11 N 1 150   0 L456
DARUX  K 11 SAVIK  K 11 N 1 210   0 L459
DARYN K6 11 JONEN K5 11 N 2 180 450 Q67
DASDE K6 11 MAZIE K6 11 N 1  30   0 V3-V419
DASDE K6 11 MUDNE K6 11 N 1  30   0 V3-V419
DASER  K 11 FLAMO  K 11 N 1   0   0 M592
DASHA  K 11 FISSH K6 11 N 1 150 450 B24
DASIR CY 11 HOCKE K5 11 N 2 180 450 Q905
DASIR CY 11 SIKBO CY 11 N 2   0   0 Q905
  DAS K4  3 CIDOR K4 11 N 2 180 450 J180
  DAS K4  3 CLEEP K4 11 N 1  31   0 V306
  DAS K4  3   IAH K4  3 N 1  20   0 V407-V574
  DAS K4  3   IAH K4  3 N 2 180 450 J180
  DAS K4  3 KIELL K4 11 N 1  28   0 V306
  DAS K4  3   LFK K4  3 N 1  20   0 V407
DASNE  P 11 DATBE  P 11 N 1   0   0 G347
DASNE  P 11 DULCE  P 11 N 1   0   0 G347
DATBE  P 11 EGKEL  P 11 N 1   0   0 G457
DATED K6 11 YANNI K6 11 N 1  26   0 V265
DATSA K1 11 IMUPE K1 11 N 1  70   0 V536
DATVE K1 11 PERTT K1 11 N 1  66   0 V298
DATVE K1 11 SELAH K1 11 N 1  66   0 V298
DAVBE PA 11 EYOPA PA 11 N 1  40   0 G6
DAVDA K6 11 SAVAL K6 11 N 2 180 450 Q951
DAVES K6 11 STOOL K6 11 N 2 180 450 J585
DAVID K6 11 ZIECH K6 11 N 1  44   0 V151
DAVIS K5 11 LENAS K5 11 N 1  28   0 V216
DAVIS K5 11 LUANN K5 11 N 1  29   0 V171
DAVIS K5 11 PAPOW K5 11 N 1  28   0 V216
DAVVY K2 11 FUNDS K2 11 N 1 160   0 V134
DAVVY K2 11 LAWSN K2 11 N 1 160   0 V134
DAVYS K6 11 EDJER K6 11 N 1  30   0 V213
DAVYS K6 11 EDJER K6 11 N 2 180 330 J191
DAVYS K6 11 ENZEW K6 11 N 1  30   0 V123-V157-V213
DAVYS K6 11 RUUTH K6 11 N 1  30   0 V123-V157
DAWIN  K 11 NEYDU  K 11 N 1   0   0 L462
DAWIN  K 11 ZABOR  K 11 N 1   0   0 L462
DAWNA K2 11 RESOR K2 11 N 1 105   0 V21-V283-V587-V8
DAWWN K7 11 JOKKY K7 11 N 2 180 450 Q110
DAWWN K7 11 JYROD K7 11 N 2 180 450 Q110
DAYAV K3 11 EVUKY K3 11 N 1  39   0 V344
DAYEL K7 11 DILLA K7 11 N 1  75   0 V54
DAYLE K3 11 MAFLN K3 11 N 1  39 175 T330
DAYLE K3 11 SIYON K3 11 N 1  50   0 V510
DAYMN K2 11 NIKOL K2 11 N 1 131 175 T259
DAYRE K5 11 OREPE K5 11 N 1  25   0 V191
DAYRE K5 11 PANAE K5 11 N 1  25   0 V191
DAYVU PA 11 IYUWI PA 11 N 1  50   0 G10
DAYVU PA 11 SAFKO PA 11 N 1  50   0 G10-G8
DAYYY K5 11 EEGEE K5 11 N 2 180 450 Q140
DBABE K6 11 LANNA K6 11 N 2 180 450 Q448
DBACK K2 11 HOMRR K2 11 N 1 145   0 V528
DBACK K2 11 PICHR K2 11 N 1 145   0 V528
   DB CY  2 AYZOL PA 11 N 2 180 450 J502
   DB CY  2 TOVAD CY 11 N 2 180 450 J511
DBEAM K6 11 LATEC K6 11 N 1  40   0 V30-V6
  DBL K2  3 AJAXX K2 11 N 1 140   0 V108
  DBL K2  3   DVV K2  3 N 2 180 450 J60
  DBL K2  3 FISTR K2 11 N 1 152   0 V356
  DBL K2  3   FQF K2  3 N 2 180 450 J80
  DBL K2  3 GLENO K2 11 N 2 180 450 J80
  DBL K2  3   HBU K2  3 N 2 180 450 J206
  DBL K2  3 HERLS K2 11 N 1 160   0 V134
  DBL K2  3   HVE K2  3 N 2 180 450 J60
  DBL K2  3 JNETT K2 11 N 1 164   0 V108
  DBL K2  3 LINDZ K2 11 N 1 140   0 V134
  DBL K2  3 NLSEN K2 11 N 2 180 450 J206
  DBL K2  3 PITMN K2 11 N 1 150   0 V361
  DBL K2  3 SKIER K2 11 N 1 163   0 V421
  DBL K2  3 VAILE K2 11 N 1 140   0 V361-V421
  DBN K7  3 AILEY K7 11 N 1  30   0 V267
  DBN K7  3 APELE K7 11 N 1  23   0 V154
  DBN K7  3 HEPUT K7 11 N 1  30   0 V267-V5-V51
  DBN K7  3 IYONU K7 11 N 1  30   0 V51
  DBN K7  3 OCONE K7 11 N 1   0   0 V154
  DBN K7  3 RIPPI K7 11 N 1  30   0 V179
  DBN K7  3 TRUET K7 11 N 1  20   0 V179
  DBN K7  3 UCALA K7 11 N 1  21   0 V5
  DBQ K3  3 ANOSA K3 11 N 1  29   0 V341
  DBQ K3  3 CAPPR K3 11 N 2 210 450 J100-J128-J84
  DBQ K3  3 CASSY K5 11 N 1  30   0 V246
  DBQ K3  3 COTON K5 11 N 2 180 450 J100-J128-J82-J84-J94
  DBQ K3  3   DSM K3  3 N 2 180 450 J144
  DBQ K3  3 ILOBE K5 11 N 1  30   0 V246
  DBQ K3  3 INDET K3 11 N 1  29   0 V100
  DBQ K3  3 JIJLU K5 11 N 1  36   0 V341
  DBQ K3  3 LENAS K5 11 N 1  29   0 V100
  DBQ K3  3 LOTTE K3 11 N 1  29   0 V129
  DBQ K3  3 SAVAN K3 11 N 1  28   0 V158
  DBQ K3  3 SWAGG K5 11 N 1  31   0 V129
  DBQ K3  3 VIGGR K3 11 N 2 180 450 J82-J94
  DBQ K3  3 ZEZDU K3 11 N 1  60   0 V158
  DBS K1  3   DLN K1  3 N 2 180 450 J9
  DBS K1  3   DNJ K1  3 N 2 180 450 J82
  DBS K1  3   JAC K1  3 N 1 153   0 V520
  DBS K1  3   LAR K1  3 N 2 290 450 J175
  DBS K1  3   LKT K1  3 N 2 180 450 J52
  DBS K1  3   OCS K1  3 N 2 180 450 J52
  DBS K1  3 PUFFS K1 11 N 1 150   0 V343
  DBS K1  3 RIGBY K1 11 N 1  76   0 V21
  DBS K1  3 SABAT K1 11 N 1 130   0 V298
  DBS K1  3   TCH K2  3 N 2 180 450 J9
  DBS K1  3 TERRE K1 11 N 1  75   0 V257
  DBS K1  3 UNEPE K1 11 N 1 136   0 V520
  DBS K1  3 WEMKO K1 11 N 1 120   0 V21-V257
  DBS K1  3 YOWLS K1 11 N 1 160   0 V298
  DCA K6  3 RAYEE K6 11 N 1  33   0 V8
DCLNK K6 11 EIKMN K6 11 N 1  60   0 V400
  DCU K7  3 ELKED K7 11 N 1  25   0 V49
  DCU K7  3 HASEL K7 11 N 1  30   0 V49
  DCU K7  3 HOBBI K7 11 N 1  30   0 V541
  DCU K7  3   MSL K7  3 N 1  25   0 V541
  DDC K3  3 FIVLI K3 11 N 1  43   0 V10
  DDC K3  3 HEPVA K3 11 N 1  46   0 V10-V74
  DDC K3  3 KUDDO K3 11 N 1  45   0 V502
  DDC K3  3 SAFER K3 11 N 1  43   0 V74
  DDP TJ  2 BEANO TJ 11 N 1   0   0 G431
  DDP TJ  2 CLAYO TJ 11 N 1  60   0 G432
  DDP TJ  2 CORAF TJ 11 N 1  20   0 A523-G432
  DDP TJ  2 GABYY TJ 11 N 1   0   0 G431
  DDP TJ  2 IDAHO TJ 11 N 1  20   0 A555
  DDP TJ  2 JAAWS TJ 11 N 1  30   0 A300
  DDP TJ  2 MALIE TI 11 N 1   0   0 B520
  DDP TJ  2 RAYAS  K 11 N 1  60   0 A300
  DDP TJ  2 TUUNA TJ 11 N 1  50   0 A555-G633
  DDP TJ  2 VARNA TJ 11 N 1  60   0 G449
  DDY K1  3 AFYAB K1 11 N 1  80   0 V26
  DDY K1  3 ALCOS K1 11 N 1 100   0 V26-V589
  DDY K1  3 CESPI K1 11 N 1  85   0 V298
  DDY K1  3 DEALT K1 11 N 1  90   0 V611
  DDY K1  3   DPR K3  3 N 2 180 450 J107
  DDY K1  3 EVENT K1 11 N 1  80   0 V85
  DDY K1  3 GIPEC K1 11 N 1  90   0 V235
  DDY K1  3 GLEES K1 11 N 1  79   0 V547
  DDY K1  3 HIKOX K1 11 N 1 110   0 V298
  DDY K1  3 JUMKO K1 11 N 1  85   0 V330-V85
  DDY K1  3 JYMBO K1 11 N 1 110   0 V401
  DDY K1  3   MBW K1  3 N 2 180 450 J170
  DDY K1  3   OCS K1  3 N 2 180 450 J107-J202
  DDY K1  3   RAP K3  3 N 2 180 450 J158
  DDY K1  3 WAPAP K1 11 N 1  83   0 V235
DEALS PA 11 SEWAR PA 11 N 1  90   0 V441-V508
DEALT K1 11 HEITY K1 11 N 1 115   0 V611
DEANI K5 11 IDIOM K5 11 N 2 180 450 Q440
DEANI K5 11 SLLAP K5 11 N 2 180 450 Q440
DEANN K2 11 GARDD K2 11 N 2 180 450 Q74
DEANO K2 11 HENER K2 11 N 1  50   0 V186-V27
DEANO K2 11 KWANG K2 11 N 1  50   0 V27
DEANO K2 11 ZIQOR K2 11 N 1  62   0 V186-V25
DEARY K7 11 DRUDJ K7 11 N 2 180 450 J113
DEARY K7 11 JIHMU K7 11 N 1  30   0 V159-V537
DEARY K7 11 LLNCH K7 11 N 2 180 450 J113
DEARY K7 11 ODDEL K7 11 N 1  26   0 V441
DEARY K7 11 TPSTR K7 11 N 1  30   0 V159-V537
DEBAR K5 11 ROSSY K5 11 N 1  28   0 V210
DEBOW K5 11 RASTT K5 11 N 1  40   0 V63
DEBRA K2 11 HIMRO K2 11 N 1  65   0 V280
DEBRL K7 11 KENLL K7 11 N 2 180 450 Q93-Q97
DEBRL K7 11 MALET K7 11 N 2 180 450 Q93-Q97
DECAN K4 11 MAYFY K4 11 N 1  90   0 V560
DECAN K4 11 WHOLE K4 11 N 1  90   0 V560
DECEE K5 11 HIGMA K5 11 N 1  28   0 V128
DECEE K5 11 WAGSE K5 11 N 1  26   0 V128
DECGA K3 11 GEGGE K3 11 N 1  36   0 V219
DECKA K3 11 MITZY K3 11 N 1  30   0 V307
DECKR K6 11 SPATE K6 11 N 1  21 175 TK502
DECKY K3 11 RAGAR K3 11 N 1  50   0 V6
DECOD K4 11 GLOVE K4 11 N 2 180 450 J66
DECOD K4 11 PLATE K4 11 N 2 180 450 J20
DECOT K2 11 MISON K2 11 N 1  45   0 V107
DEDDY K7 11 PITRW K7 11 N 1   0 600 Y436
DEEDA K7 11 JAWJA K7 11 N 2 180 450 Q116
DEEDE K6 11 LOVES K6 11 N 1  30   0 V433-V44
DEEDE K6 11 MOONI K6 11 N 1  32   0 T216-V167-V58
DEEDS K7 11 SWAGS K7 11 N 1  40   0 V601
DEEDS K7 11 WORPP K7 11 N 1  50   0 V35
DEEDY TJ 11 VERMO TJ 11 N 1 120 180 RTE9
DEEDY TJ 11 WALNA TJ 11 N 1  15 180 RTE9
DEEKS K5 11 WELDO K5 11 N 1  28   0 V11
DEEMS K6 11 PSALM K6 11 N 1  25   0 V1
DEEMS K6 11 VEGHE K6 11 N 1  25   0 V1
DEENS K4 11 NEPRE K4 11 N 1  50   0 V124
DEENS K4 11 YOTUB K4 11 N 1  40   0 V124
DEEPO K6 11 FLAPE K6 11 N 1  30   0 V46
DEERE K5 11 PAPPI K5 11 N 1  25   0 V7
DEERE K5 11 THORR K5 11 N 1  25   0 V7
DEFUN K7 11 HEVVN K7 11 N 2 180 450 Q112
DEFUN K7 11 LAARA K7 11 N 1  30   0 V198
DEFUN K7 11 OJHAP K7 11 N 2 180 450 J2
DEGAY K6 11 EPICS K6 11 N 1  20   0 V376
DEGHU K2 11 DOBYS K2 11 N 1 110   0 V6
DEGLE K2 11 ROBNN K2 11 N 1  50   0 V186
DEGLE K2 11 TANNR K2 11 N 1  50   0 V186
DEHOG K2 11 PAYSO K2 11 N 1 130   0 V528
DEKAL  K 11 WIERS K7 11 N 1  60   0 BR22V-BR57V
DEKAY K6 11 TTUMS K6 11 N 1 100   0 V128
DEKEC K4 11 IBOCO K4 11 N 1  60   0 V102
DEKOW K6 11 PONEE K6 11 N 2 180 450 J68
DEKOW K6 11 SWALO K6 11 N 2 180 450 J68
DELAT K4 11 EJYAR K4 11 N 1  27   0 V190
DELAT K4 11 ITEXE K4 11 N 1  27   0 V190
DELAT K4 11 MURNA K4 11 N 1  30   0 V131
DELAT K4 11 TYROE K3 11 N 1  30   0 V131
DELCO K5 11 IFIGO K5 11 N 1  24   0 V14
DELCO K5 11 MOBBY K5 11 N 1  24   0 V14
DELFI K7 11 ZUSMA K7 11 N 1  31   0 V49
DELKO K7 11 JAYDB K7 11 N 1  80   0 V139
DELMA K3 11 GLASS K3 11 N 1  35   0 V234
DELMA K3 11 IMPER K3 11 N 1  30   0 V238
DELMA K3 11 LENOX K3 11 N 1  30   0 V238
DELNO K2 11 PONDD K2 11 N 1  50   0 V23
DELOO K3 11 ZEDGU K3 11 N 1  30   0 V206
DELPP  K 11 ETMEY  K 11 N 1   0   0 AR9
DELRO K6 11 FAMAV K6 11 N 1  30   0 V184
DELRO K6 11 GRAMO K6 11 N 1  50   0 V474
DELRO K6 11 JOANE K6 11 N 1  30   0 V143-V39
DELRO K6 11 ROAST K6 11 N 1 100   0 V184-V474
DELVE K4 11 LETTY K4 11 N 1  26   0 V70
DELZY K3 11 EGUPE K3 11 N 1  30   0 V411
DELZY K3 11 PEPPR K3 11 N 1  30   0 V13-V411
DELZY K3 11 ZIBBY K3 11 N 1  30   0 V13
DEMSE K5 11 HERMS K5 11 N 1  27   0 V178
DENAM K5 11 MAPPS K5 11 N 1  40   0 V144-V38
DENAM K5 11 MONON K5 11 N 1  25   0 V371
DENIL K7 11 HOKMU K7 11 N 1  20   0 V136
DENIL K7 11 LANHO K7 11 N 1  20   0 V136
DENKE PA 11 EGRAM PA 11 N 1 100   0 V436
DENKE PA 11 PUYVO PA 11 N 1 100   0 V436
DENNA K6 11 FZOOL K6 11 N 1  30   0 V433-V44
DENNI K5 11 PLESS K5 11 N 2 180 450 J45-Q19
DENNI K5 11 TINGS K5 11 N 2 180 450 J45-Q19
DENNS  P 11 DRAYK  P 11 N 1 240   0 R576
DENNS  P 11 ONOVY PH 11 N 1 260   0 R576
DENRO PA 11 RUFVY PA 11 N 1  30 175 T228
DEPEC K7 11 OMDUE K7 11 N 2 180 450 Q36
DEPHE K2 11 ITEMM K2 11 N 1 100   0 V94
DEQUE K7 11 DUNKN K7 11 N 2 180 450 J210
DERBB K2 11 REBRG K2 11 N 2 180 450 J7-Q9
DERBB K2 11 REYES K2 11 N 1 110   0 V107
DERBB K2 11 REYES K2 11 N 2 180 450 J1-J7
DERDF K3 11 STEER K3 11 N 1  26   0 V14
DEREC PH 11 PUMIC PH 11 N 1 100   0 V21
DERIK PA 11 MUKTU PA 11 N 1  70   0 T240-V504
DERIK PA 11 TEGDE PA 11 N 1 100   0 T240-V504
DERIN K6 11 TEAKK K6 11 N 1  69   0 V286
DERLO CY 11 GADAV CY 11 N 2 180 450 Q907-Q951
DERLO CY 11 HAVOK CY 11 N 1   0   0 T608
DERLO CY 11 HOZIR K6 11 N 2 180 450 Q822
DERLO CY 11 IKNAV CY 11 N 2 180 450 Q818-Q935
DERLO CY 11 KITOK CY 11 N 2 180 450 Q818-Q822
DERLO CY 11 OMRAK CY 11 N 2 180 450 Q935
DERMA K2 11 GUVBE K2 11 N 1 130   0 V95
DERMT K2 11 REKKA K2 11 N 2 290 450 J523
DERSO K1 11 EREXE K1 11 N 1 125   0 V444-V500
DERSO K1 11 SAWTT K1 11 N 2 180 450 Q73
DERSO K1 11 SIDZY K1 11 N 1 117   0 V293
DERSO K1 11 SOLDE K1 11 N 1 170   0 V444-V500
DERSO K1 11 TORIN K1 11 N 1 115   0 V293
DESKE K7 11 WOSBU K7 11 N 1  20   0 V74
DETAN K2 11 EBOVE K2 11 N 1 134 175 T298
DETAN K2 11 ENICE K2 11 N 1 120   0 V257
DETAN K2 11 HAMET K2 11 N 1 160   0 V244
DETTE K6 11 WEPNA K6 11 N 1  30   0 V457
DEVAC K7 11 HENSY K7 11 N 2 180 330 Q26
DEVAC K7 11 WODDY K7 11 N 2 180 450 J66
DEVER K5 11 GENTS K5 11 N 1  30   0 V313
DEVER K5 11 NIKEL K5 11 N 1  24   0 V335
DEVER K5 11 ZORAL K5 11 N 1  30   0 V313
DEWAK K5 11 ENGRA K5 11 N 2 180 450 Q80
DEWAK K5 11 STEWS K5 11 N 2 180 450 Q80
DEWAR K3 11 INDET K3 11 N 1  29   0 V100
DEWET K6 11 JEXOV K6 11 N 1  54   0 V258
DEWET K6 11 PARTE K6 11 N 1  56   0 V470
DEWET K6 11 TABER K6 11 N 1  56   0 V470
DEWEY K4 11 JOKES K4 11 N 1  50   0 V68
DEWEY K4 11 STEEP K4 11 N 1  50   0 V68
DEWIR K6 11 GOLDA K6 11 N 1  22 130 V312
DEWIR K6 11 TACKS K6 11 N 1  22 130 V312
DEWIT K5 11 HASTE K5 11 N 2 180 450 J547-J94
DEWSS  P 11 JIMOS  P 11 N 1  55 600 A450
DEWSS  P 11 STINE PG 11 N 1 180 600 A450
DEXTR K2 11 DILCO K2 11 N 2 180 450 J44
DEXTR K2 11 HUNVI K2 11 N 1 130   0 V95
DEYEP PA 11 HEXAX PA 11 N 1  70 175 T226
DEYEP PA 11 HUTIL PA 11 N 1  70   0 T226-V481
DEYKI PA 11 ELCON PA 11 N 1  65   0 V531
DEYNE K2 11 IZOSI K2 11 N 1 100   0 V66
DEYNE K2 11 YIRTU K2 11 N 1 100   0 V66
  DGD K3  3 AVARR K3 11 N 1  34   0 V159
  DGD K3  3   HRO K4  3 N 1  34   0 V289
  DGD K3  3 MODNY K3 11 N 1  34   0 V289-V72
  DGD K3  3 REEDS K3 11 N 1  34   0 V72
  DGD K3  3 REVEE K3 11 N 1  43   0 V159
DGRAF K6 11 MAGIO K6 11 N 2 180 450 J49
DGRAF K6 11 MTCAF K6 11 N 2 180 450 Q436
DGRAF K6 11 YYOST K6 11 N 2 180 450 Q436
DHART K4 11 EDWAH K4 11 N 2 180 450 Q33
DHART K4 11 JODOX K4 11 N 2 180 450 Q31
DHART K4 11 JOLET K4 11 N 2 180 450 J180
DHART K4 11 KAMEN K4 11 N 2 180 450 J180
  DHP K7  3 BRIKL K7 11 N 2 180 450 J53-J81
  DHP K7  3 CURVE K7 11 N 1  20   0 V35
  DHP K7  3   FLL K7  3 N 1  21   0 V3
  DHP K7  3 FOGSO K7 11 N 1  50   0 V157
  DHP K7  3 FRRDY K7 11 N 1  30   0 V157-V511-V599
  DHP K7  3 JURER K7 11 N 1  30   0 A509
  DHP K7  3 LUVLY K7 11 N 1  20   0 BR49V
  DHP K7  3 MARCI K7 11 N 1  80   0 A509
  DHP K7  3 MNATE K7 11 N 1  50   0 G439-V3
  DHP K7  3 OHOFO K7 11 N 2 180 450 J614-J75
  DHP K7  3   PBI K7  3 N 2 180 450 J79
  DHP K7  3 PIONN K7 11 N 1  20   0 V267-V437
  DHP K7  3 THNDR K7 11 N 2 180 450 J55-J85
  DHP K7  3 TURBO  K 11 N 1  60   0 AR10
  DHP K7  3 WEVER K7 11 N 2 180 450 J79
  DHP K7  3 WINCO K7 11 N 1  30   0 V521-V97
  DHP K7  3 WINCO K7 11 N 2 180 450 J43-J616-J73
  DHP K7  3 WUDIP K7 11 N 1  23   0 V7
  DHT K4  3 COYAG K4 11 N 1  88   0 V81
  DHT K4  3 EXELL K4 11 N 1  59   0 V81
  DHT K4  3 OWUKU K4 11 N 1  57   0 V272
  DHT K4  3 OWUPO K4 11 N 1 100   0 V190
  DHT K4  3 OXUTE K4 11 N 1  57   0 V234
  DHT K4  3 REPPA K4 11 N 1  70   0 V190
  DHT K4  3 WIXIX K4 11 N 1  85   0 V234
DIAAN  K 11 HAPVY  K 11 N 1 150 450 B24
DIABO K1 11 IWACK K1 11 N 2 180 450 J503
DIALO  P 11 DUSAC  P 11 N 1  55   0 R576
DIALS K6 11 PROUD K6 11 N 1  29   0 V123-V157-V433-V445-V6
DIANN K1 11 EDGES K1 11 N 1 110   0 V112
DIANN K1 11 JOMRU K1 11 N 1 110   0 V112
DIAZZ  K 11 KRTIS  K 11 N 1   0   0 M330
DIAZZ  K 11 MAMML MY 11 N 1  20   0 BR1L
DIAZZ  K 11 MUVOD K7 11 N 1   0   0 M330
DIBLE K2 11 KENDL K2 11 N 1  49 175 T263
DIBLE K2 11 NAKPT K2 11 N 1  48 175 T263
DIBVY PA 11 JAGGU PA 11 N 1  60   0 V452
DIBWO PA 11 LIJFY PA 11 N 1  48   0 R99
DICEE K2 11 FREDD K2 11 N 2 250 450 J146
DIDDY K7 11 VASQZ K7 11 N 1  20   0 V225
DIETS K3 11 HEYDN K3 11 N 1  37   0 V280-V77
DIGGN K1 11 JAWBN K1 11 N 1  54   0 V4-V495
DIGGN K1 11 LOFAL K1 11 N 1  54   0 V4-V495
DIKES K2 11 EMMEY K2 11 N 2 250 450 J128
  DIK K3  3   FAR K3  3 N 2 180 450 J36
  DIK K3  3 HASOS K3 11 N 1  45   0 V439
  DIK K3  3 HILGR K1 11 N 2 280 450 J36
  DIK K3  3 IFPOB K3 11 N 1  46   0 V510
  DIK K3  3   LWT K1  3 N 2 180 450 J70
  DIK K3  3   MOT K3  3 N 1  60   0 V491
  DIK K3  3 NEXRU K3 11 N 1  50   0 V491
  DIK K3  3 POCIG K3 11 N 1  46   0 V2
  DIK K3  3 RUNYO K3 11 N 1  60   0 V2
DILCO K2 11 HMFRY K2 11 N 2 180 450 J72
DILLA K7 11 SUNET K7 11 N 1  80   0 V54
DILLI K4 11 LANIC K2 11 N 1  80   0 V560
DILLS K4 11 EYEKI K4 11 N 1  30   0 V566
DILLS K4 11 WALKE K4 11 N 1  20   0 V70
DILNN K6 11 PERRI K6 11 N 2 180 450 J8
DILNN K6 11 RHODE K6 11 N 2 180 450 J8
DILNN K6 11 ROCKA K6 11 N 2 180 450 J213
DILNN K6 11 SEALZ K6 11 N 2 180 450 J213
DIMMY K3 11 DLANY K3 11 N 1  30   0 V170-V82
DINES K6 11 LYSAN K6 11 N 1  23   0 V483
